EpochTime,feelings_symptoms,smell_description,smell_value,zipcode
1480336320,tongue numbness after smelling,very chemical smell. industrial pollution + sickly sweet burning plastic smell. ,5,15206
1480336469,,"sulfur, burning, pittsburgh",3,15217
1480337651,Headace,Industrial,4,15207
1480338623,,Phosphorus?,3,15217
1480339080,,Industrial,4,15201
1480339716,,Oil smoke. Industrial burning. ,4,15217
1480339813,,Chemical,4,15207
1480340420,,Industrial,3,15217
1480341349,Clogged throat,Sulphurous,3,15217
1480342895,,Industrial,3,15217
1480343643,,Smells diesel like. Winds generally SSE at Co. airport but very still here. Particle counts somewhat elevated but CO2 has remained high through out night.,3,15218
1480343877,,"Industrial, rotten eggs",4,15217
1480346161,,Industrial,4,15218
1480346431,Eye irritation headache ,Industrial emissions ,4,15213
1480349905,,,3,15213
1480350146,,Industrial,4,15213
1480352126,No,Industrial,3,15217
1480354148,,Industrial and sulfur,3,15213
1480354557,Sore throats ,Industrial,4,15232
1480355154,Sore throat,Industrial,4,15213
1480358233,,,1,15213
1480358519,Sore throat,Industrial,4,15232
1480362039,,Sulfur industrial,3,15213
1480363962,,,4,15218
1480367153,,sewage,3,15207
1480367153,,sewage,3,15207
1480369894,"Headache, light asthma",Sufurous,4,15206
1480377551,,,1,15208
1480381040,,Industrial - sulfur,4,15213
1480381787,Eye irritation,Industrial,4,15221
1480383326,,Mcconley torley,5,15201
1480386223,Burning throat,Acrid last night. ,4,15217
1480424782,,"Industrial, steel mill ",4,15218
1480425280,,,1,15217
1480425294,,,1,15232
1480426057,,,4,15213
1480429113,,Rain with smog ,4,15213
1480432310,"Industrial smell, like something burnt",,2,15218
1480432364,,Heavy wood smoke. View of Frick Park hillside (1.2mi.) pretty opaque.,5,15218
1480464118,,Rotten,3,15207
1480467086,,,1,15221
1480467969,,,1,15217
1480469687,,,4,15217
1480470463,,Industrial,4,15217
1480470489,,Sulfur,3,15217
1480470492,,,5,15217
1480470596,Sore throat,Rotten,5,15217
1480470719,Headache,"Very, very strong sulfur ofor",5,15221
1480471702,"Nausea, eyes burning...",Sulphur and diesel eggs  acrid burning,5,15217
1480471983,"Headache, eye irritation ",Industrial,4,15207
1480472327,,Rotten eggs,4,15217
1480473078,No,It smells a little bit like either poop or sulfur,5,15208
1480473561,,Industrial,4,15217
1480473954,,Industrial ,4,15217
1480474679,,Industrial,3,15217
1480474849,,"Acrid, industrial, steel plant smell.",5,15217
1480475365,,Industrial,3,15218
1480475425,,Sulfur-like,4,15217
1480475674,,"Industrial, rubber burning ",5,15217
1480476048,,"Industrial, sulfur-y",3,15217
1480476333,,,5,15218
1480476900,,"Acrid industrial, with a hint of ripe organic or fishy smell.",4,15217
1480479239,,Burning sulfur ,3,15217
1480507354,,Skunk,4,15217
1480508109,,Sulfur,4,15217
1480508344,Congestion. ,"Sour gas, industrial smell.",4,15217
1480508600,,,1,15221
1480508966,,"Rotten, smokey",4,15207
1480509893,,Rotten eggs and sewage,4,15207
1480511263,,sulfur and sewage cocktail,3,15217
1480513544,,natural gas,2,15213
1480530845,,Industrial,3,15218
1480540534,,Rotten eggs,3,15221
1480542720,,,4,15217
1480542787,,Industrial,3,15217
1480543061,,burning/pollution,3,15206
1480543422,,,4,15206
1480543559,,,4,15217
1480544941,,Industrial,5,15217
1480545662,,Industrial,3,15206
1480546544,,,2,15217
1480547347,,"Sulfur, burning chemical smell",3,15206
1480602607,,,1,15206
1480616896,,,1,15213
1480684226,,,1,15213
1480684965,,,5,15217
1480685355,,,4,15217
1480686348,,,1,15206
1480712473,,,1,15221
1480716612,,,1,15206
1480733031,,,3,15217
1480741221,I woke up with a headache,"Rotten, grungy, thick garbage smell.",5,15217
1480767916,,Burnt,4,15221
1480767982,,,1,15222
1480796995,,,1,15217
1480809486,,,1,15217
1480860620,,Sulfurous ,2,15221
1480863465,,Industrial ,2,15217
1480863575,,,1,15221
1480868022,,fuel or sulfur,2,15217
1480868022,,fuel or sulfur,2,15217
1480873794,Slight sore throat,Sulfur like smell,3,15217
1480892955,Hard to breathe and inhale feels terrible ,Smoky! ,4,15217
1480904245,,Industrial,4,15224
1480938035,,,1,15221
1480956298,,Industrial,3,15206
1480959324,,Sulfuric,3,15213
1480959568,,Sulfuric,3,15213
1480961854,,Industrial,4,15232
1480971523,Headache,Diesel emissions ,4,15213
1480976186,"Nose irritation, headache","Industrial, McConway & Torley",4,15201
1481026861,,Industrial,4,15217
1481033758,,,1,15206
1481061792,Headache,Sulfur industrial,4,15232
1481062789,,Rotten,4,15213
1481064454,,Industrial,3,15206
1481076778,,,4,15218
1481111716,,Rotten eggs and smoke,4,15217
1481116663,No,"Possibly,  two buses idling on beechwood just south of Forbes.  Odor also extends into Homewood Cemetery. ",3,15217
1481153892,,Sewer ,4,15201
1481155262,,,1,15222
1481202108,,Smells like gas,3,15218
1481216406,,"Metallic, welding smell",3,15201
1481223922,,,1,15213
1481233461,,,1,15213
1481240368,,sewer,3,15207
1481302637,No,Acidic almost like transformers blew,3,15201
1481328421,Nope,Burgers and food,3,15213
1481341263,,,1,15217
1481406975,,,1,15206
1481409909,,Woodsmoke,5,15218
1481426796,"Soar throat, raspy voice, runny nose",Car/bus exhaust,2,15232
1481477587,,Industrial,3,15219
1481484220,,,3,15217
1481501988,Watery eyes,Nothing,2,15206
1481507310,,,1,15221
1481551613,,Sulfur,3,15207
1481569359,,"It smells like rotten eggs, it's super foul!",5,15217
1481581826,,"Metallic, welding ",3,15201
1481588358,,,1,15222
1481628870,,"Industrial, sulfur ",2,15217
1481632028,I always know because my palms smell  like dirty mechanical smell when I smell my hands,Started at 5 this morning sulpher,4,15217
1481632055,,Industrial,3,15206
1481632091,,,1,15213
1481632252,,Smell industrial like the smell from the Coke plant,3,15206
1481633751,We awoke with headaches. Sinus irritant.,"Sulfur but very acrid. Winds were SSW but now SSE. PM counts steadily increased overnight, still rising.",4,15218
1481633916,,Industrial,3,15217
1481634453,,,4,15217
1481640229,,"Soot, industrial chemical",4,15217
1481673026,,Wood smoke - pretty strong this evening.,4,15218
1481684953,I know something has begun because I get an itch in my throat that makes me cough..I also snell my hair and my palms and can always smell it..or smokers smoke.,"Stench, diesel, clutch...slightly sulpher",3,15217
1481757743,,,1,15222
1481808321,,Wood smoke,3,15201
1481893118,Nasal irritation ,Industrial rotten eggs ,5,15219
1481893543,,Industrial sulfur ,3,15206
1481896971,,"Industrial, dusty",4,15218
1481922895,Headache,Rotten eggs,4,15219
1481994897,,,1,15217
1481995353,,,3,15222
1481995365,,,3,15222
1482001433,,,5,15218
1482001646,,Rotten eggs,4,15207
1482003361,,Sulphuric,4,15206
1482003978,,Industrial--coke plant and exhaust,3,15208
1482004406,,Industrial sulfur,4,15218
1482004503,,Industrial.,4,15217
1482006129,,Industrial,4,15207
1482006192,,Industrial,4,15208
1482006586,None,Industrial,4,15221
1482006648,,Industrial ,4,15217
1482006784,,,4,15217
1482006901,,,4,15217
1482007927,,Industrial,4,15208
1482008134,,Sulfur odor quite strong outside. Can also be smelled indoors,4,15221
1482008500,"Stuffy nose, tingling nose, headache, sore throat",Horrible industrial smell. Keeps getting worse. Leaking into my house. Feeling trapped! ,5,15217
1482008545,,Sulfer,3,15218
1482008548,,ET Works sulfur,3,15221
1482008855,"Headache, gagging..mental anguish  eyes burning..trapped..no fresh air here.",Burning sulpher toilet smell,5,15217
1482009531,,sulfur and smoke,5,15217
1482009553,,Industry,4,15206
1482009987,,Industrial and sulfur smell,4,15217
1482010110,,,5,15208
1482011273,,Sulfur ,4,15217
1482011383,,Terrible industrial sulphuric smell. Yuck.,5,15206
1482011641,,"Sulphuric, toxic",4,15208
1482011648,Headache,"Chemical, leaves a terrible taste in my mouth",5,15206
1482012283,,Rotten egg,2,15217
1482013739,,,5,15208
1482014142,,Industrial ,5,15206
1482014172,,Sulfurous!,4,15206
1482015886,Burning nose when breathing in,"Chemical-like, acid",5,15221
1482016986,,,3,15206
1482018683,,"Industrial, maybe smoke",4,15232
1482018937,,sewage,4,15208
1482018981,,Smells like burning plastic.,5,15206
1482019706,,Musty,3,15217
1482020004,,Burning rubber,4,15218
1482020228,,Industrial,3,15206
1482021014,Headache ,Industrial ,5,15206
1482023737,,Rotten eggs,4,15217
1482025291,"No, because we stay inside.",Industrial (Edgar Thompson Works),3,15217
1482076861,,,1,15221
1482078521,,Woodsmoke ,4,15206
1482082537,,,1,15104
1482109592,,,1,15221
1482118360,,,1,15206
1482162711,,Smells like exhaust fumes blowing in my face - but everywhere,5,15213
1482174251,,Industrial ,4,15201
1482186437,,"Industrial, foundry",4,15201
1482199293,,,2,15221
1482203003,,"Rotten egg, industrial",3,15217
1482232188,"Runny nose, interrupted sleep",Rotten eggs,4,15208
1482234185,,Industrial,4,15217
1482234488,Difficulty breathing ,Industrial chemical ,5,15206
1482234550,,Industrial ,4,15217
1482235364,,Industrial sulphur,4,15206
1482235722,,"Industrial, sulfur",3,15218
1482236833,,Asphalts ,4,15232
1482237205,,Industrial,3,15213
1482237438,headache,,4,15206
1482237890,,,4,15232
1482238517,,Industrial ,3,15217
1482238808,,,3,15217
1482238869,,,4,15206
1482239266,,Industrial,4,15217
1482239372,,"Industrial, very strong stink",5,15217
1482239424,,"Industrial, very strong stink",5,15217
1482239830,,industrial,3,15217
1482240070,,"Like rotten eggs, ambient, pervasive and persisting over a walk of several blocks.",4,15217
1482240694,No,Coke,3,15213
1482240759,Early morning awakening. Coincidence???,"Sulfur smell infiltrated home around 3:00am. Copious amounts of frost, likely man made. Winds, what little there are, are from the south. CO2 and PM levels high.",3,15218
1482241063,,Sulfur and rotten eggs ,4,15221
1482241088,,Strong industrial coal smoke smell.,5,15206
1482242053,,,3,15218
1482242569,,Industry ,3,15206
1482243021,"Sore throat, congestion, headache",Indusrial,3,15217
1482243172,"Eye irritation, throat irritation ",Industrial burnt plastic,5,15207
1482243973,,,5,15206
1482247357,,Industrial,4,15213
1482247882,,Industrial ,4,15218
1482249294,,Acrid fog ,5,15217
1482250301,No,"Smoky , sooty, like something's burning",3,15206
1482252790,,,4,15217
1482265976,,Auto & truck exhaust ,4,15217
1482266009,,,1,15208
1482321145,,,2,15217
1482364770,,,1,15206
1482365509,,,2,15217
1482370077,,,1,15201
1482371543,"Gagging..Bronchitis cough getting worse, headache from coughing...eyes burning",Horrible sulpher burning smell,5,15217
1482409394,,,1,15221
1482415771,,Acrid industrial,3,15217
1482432293,,,1,15217
1482502822,No,"Maybe diesel,  maybe insista. ",3,15217
1482515852,,,1,15208
1482519983,,,2,15218
1482522184,Headache,,3,15217
1482522779,,Can clearly pick up on sulfur coal burning smell this afternoon.,3,15218
1482523334,,,3,15208
1482523355,,Sulfurous ,3,15206
1482524583,,,4,15206
1482533982,,Rotten eggs,3,15207
1482546803,,Acrid industrial steel plant smell this afternoon around 3pm.,4,15217
1482547254,,,3,15217
1482550708,,Stinky smoke,5,15218
1482553288,,Industrial,4,15208
1482558150,,,3,15208
1482598897,,Steel mill smell,2,15221
1482638644,,Burning ,4,15218
1482707083,,Dead animal,5,15218
1482764438,Won't go out; don't know. ,Sulphuric and exhaust ,5,15206
1482768409,,Industrial,3,15217
1482768753,,Claritin Works,3,15207
1482779374,,Petrochemical,3,15217
1482791488,,Burning rubber. Industrial smell.,3,15206
1482797512,Scratchy throat,Sulfur!,3,15221
1482847496,,,1,15217
1482872775,,Industrial,2,15207
1482874334,Watery eyes,Industrial mettallix,4,15201
1482976068,,I smelled different things as I walked around my neighborhood including car exhaust and woodsmoke.  ,3,15217
1482978413,,"Industrial, heavy",4,15217
1483029400,,Industrial metallic most likely mconway and torley,4,15201
1483056246,,Cooking,3,15213
1483069890,,,4,15206
1483280269,,,1,15217
1483363995,,,1,15213
1483490403,Headache and eye irritation ,Industrial ,5,15217
1483537314,,,2,15213
1483558642,,rotten eggs,3,15217
1483561365,,,1,15217
1483635142,,Sulfur smell,3,15104
1483662131,,,1,15213
1483671951,,,1,15217
1483672434,,,1,15217
1483741848,,Farty ,3,15213
1483816077,"Took a walk, didn't notice any particular odor, but felt uncomfortable breathing deeply, so came to smell pgh app to look and see monitor showing high particulates in the area of my walk.",,2,15222
1483818806,,Seems a bit acrid outside and not sure why.,2,15218
1483836907,,"Burning, melting plastic.",4,15206
1483845810,,,1,15217
1483966601,,Industrial,3,15206
1483968103,Coughing ,Vehicle exhaust ,4,15206
1483968327,Coughing ,Vehicle exhaust ,3,15232
1483972286,No,"Industrial, oily",4,15207
1483973499,,Typical rt 28 31st bridge exhaust,2,15222
1483974550,,,3,15213
1483990080,,Strong industrial odor Friday night. ,4,15217
1484013092,,,1,15217
1484015789,,Industrial,2,15218
1484028681,"My ears burn inside..they hurt, I am wheezing",Burning sulpher,5,15217
1484051107,"Phlegm in nose and throat, burning nose","Industrial, metallic ",4,15217
1484058085,No,"Maybe traffic, but traffic is light currently. ",3,15217
1484058896,No,"Industrial, oily",4,15207
1484059823,Eye irritation ,Industrial,4,15219
1484063911,,Sulfur and smoke. ,4,15213
1484082275,Eye irritation,Industrial smoke,4,15218
1484089865,,Sulfur,4,15221
1484101261,,,3,15221
1484126408,"Wheezing, burning eyes..lack of sleep all the time due to odors",Burning sulpher toilet smell...thought my cat made in litter box..nope.  ,5,15217
1484142342,,Typical low level of traffic exhaust crossing rt 28 and 31st bridge,2,15222
1484147062,,sewage,3,15221
1484147069,,Slight combustion metallic sulfur smell,2,15217
1484150670,Sore throat,Smoky and sulfurous,4,15206
1484154090,,Industrial,3,15217
1484163666,,Construction emissions ,3,15219
1484166383,,Coal,3,15206
1484168842,Acidic,Industrial,5,15206
1484171100,"Sore rhroat, eye irritation, nausea ",Industrial from coke plant,5,15217
1484171334,,Sewage like but more putrid,4,15217
1484172701,,awful!,5,15206
1484175674,,,2,15206
1484181682,,Sulfur and industrial ,5,15213
1484182837,Eye irritation,Industrial,4,15207
1484223169,,,1,15206
1484225855,,"Smells like diesel exhaust and burning metal, probably the many idling tractor trailers at intersection.",4,15222
1484309864,,Chemical,3,15208
1484330678,,Burnt plastic,4,15224
1484333466,,,1,15213
1484342481,,,1,15208
1484412468,,,1,15201
1484414193,,Rotten wgg,2,15217
1484419201,,,1,15201
1484428216,,Rotten,4,15206
1484532393,,Woodsmoke,4,15218
1484541341,,Industrial sulfur,4,15218
1484541506,,Industrial,3,15206
1484548333,"Gagging, throat burning wheezing",Outside..soooo bad burning sulpher toilet garlic smell,5,15217
1484551832,,,5,15217
1484555413,,,4,15218
1484571258,,,1,15217
1484571633,,,1,15208
1484572389,,Smells of diesel emissions. No wind. PM & CO2 levels were high overnight. PM levels have since dropped outside but are still elevated indoors.,2,15218
1484573006,,Industrial ,3,15206
1484584677,Difficulty breathing and sleeping last night,Industrial ,5,15217
1484586656,,Industrial,3,15206
1484601255,Asthma,"Smoky, like something burning",3,15206
1484603512,,,3,15206
1484611181,,,1,15201
1484611219,,,1,15221
1484621463,,Like a strong putrid skunk,4,15222
1484622826,,Sulfer,3,15221
1484626128,,Industrial,3,15206
1484646138,None,"Industrial, smokey",5,15207
1484651926,,Industrial,3,15208
1484653575,,,4,15217
1484654599,Sore throat,Rotten egg and smoke,4,15217
1484655666,,Industrial stink,3,15217
1484656414,,Industrial smoke,4,15218
1484656461,"Headache, sore trait, watery eyes",Industrial from coke plant,5,15217
1484656571,,Industrial,5,15217
1484656753,Headache & Awoke Early,The combination of the light rain and sulfur makes the air smell like a sewer pipe. Day two of inversion continues. PM & CO2 remain elevated.,3,15218
1484656976,,Rubbery,5,15208
1484657268,Difficulty breathing ,Industrial ,4,15217
1484657533,,,4,15208
1484657810,,Industrial coke plant,4,15208
1484657855,,Industrial,4,15206
1484658460,,HORRIBLE smoky industrial smell. Getting worse.,5,15217
1484658489,,,5,15217
1484658553,No,Industrial,3,15217
1484658845,,"Industrial, sulfur",3,15217
1484659045,Sore throat,Industrial fog,5,15217
1484659046,,Industrial ,3,15217
1484659551,Burning throat. Literally caused me to come when I stepped out of my house!,"Sulfur, worst smell in a long time.  ",5,15206
1484659670,,Foul smell!,5,15217
1484659915,,INTENSE industrial pollution ,5,15206
1484660042,,Industrial - J Edgar Thomson Steel or Clairton Coke,3,15218
1484660263,,Sulfur,3,15206
1484660346,,,5,15206
1484660593,,,5,15206
1484660628,,Industrial,3,15217
1484661629,,,2,15208
1484661644,,,4,15206
1484661708,,,3,15208
1484661951,,Sulphuric,4,15206
1484663896,,"Pungent and thick, very gross ",5,15206
1484667467,,Steel mill like back in the day,3,15221
1484691108,,,1,15217
1484692009,Nose irritation,Industrial foundry,4,15201
1484692139,,"Industrial, burning metal",3,15201
1484699853,,,1,15206
1484751975,,,1,15224
